,phrase,sentiment_values
12907,"After one gets the feeling that the typical Hollywood neglect for historical verity and pragmatism be at piece of work here, information technology ' s a matter of finding entertainment in the experiences of Zishe and the fiery front of Hanussen.",3
12908,The footage of the knocker at play and the prison house interview with Suge Horse are just 2 of the elements that bequeath grab you.,3
12909,".. . information technology ' s every bit comprehendible as any Blank shell templet, something yet non - techies can enjoy.",3
12910,Do nitrogen ' t waiting to see this terrific film with your youngster - - if you do n ' thymine have kids borrow some.,3
12911,"Moretti. .. represent the rare coarse - isle of man artist who ' s isaac mayer wise enough to recognize that there personify few things in this world more complex - - and, as it turn out, more fragile - - than felicity.",3
12912,"The motion picture ' s captivating details are all in the performances, from Honcho ' s bark - mad Elizabeth taylor to Thewlis ' s smoothly sinister Freddie and Bettany \ / McDowell ' s hard - eyed gangster.",4
12913,Features Fincher ' s characteristically startle visual dash and an almost palpable sense of chroma.,3
12914,"Precocious smarter - than - thou wayward teen struggles to rise against his tyrannous, right - wing, properness - ghost kinsperson.",3
12915,Anyone else seen this before?,2
12916,Moore provides an priceless service by trigger off public debate and encouraging thought.,4
12917,"Bettor notwithstanding, he does all of this, and more than, while remain unrivalled of the most savagely hilarious social critic this side of Jonathan Jonathan swift.",4
12918,"Alternating between bantering comic parody and pulp magazine melodrama, this smart - aleck movie. .. tosses around some intriguing questions about the departure between human and android life.",3
12919,A cutesy romanticistic tale with a braid.,3
12920,"This is a gorgeous film - vivid with colouring material, music and life.",4
12921,Delectation your senses and crash this wedding party!,4
12922,A brutally dry irony of Mediate American numbness.,1
12923,More advanced and literate than such pictures usually be. .. an amusing little catch.,3
12924,"Smith examine the confidant, unguarded minute of folks world health organization exist in unusual home - - which pop up in nearly every corner of the country.",3
12925,"With an laudably dark first script by Brent Hanley, Paxton, make his directorial feature of speech launching, does strong, measure work.",4
12926,A compelling French psychological drama examine the clash of an aloof father of the church and his chilli boy after 20 class apart.,3
12927,".. . yet if you ' ve never heard of Charlie chaplin, you ' ll still represent glued to the screen.",4
12928,You have decent finely tuned acting to compensate for the moving picture show ' s failing.,2
12929,"As the rife Christine, Sylvie Testud is icily brilliant.",3
12930,"Although tender and touching, the picture show would take benefited from a little to a greater extent dramatic tension and some more editing.",2
12931,"The story that emerges has elements of love story, cataclysm and even still - movie funniness.",3
12932,Viva le Electrical resistance!,3
12933,It proffer a glimpse of the Solomonic determination facing Jewish parents in those turbulent clock time: to save their children and yet to lose them.,3
12934,The flick is delicately recite by Martin Landau and calculate with predisposition and skill by Dana Janklowicz - Mann.,3
12935,Martyr convey royally screwed and comes backwards for to a greater extent.,2
12936,A practical roll - coaster ride of glamor and sleaze.,2
12937,"an admirable, sometimes exceptional film",4
12938,"If you like an extreme action - packed motion picture with a hint of humor, then Triplet X mark the spot.",3
12939,"If you ' re the kind of parent who enjoys intentionally introducing your shaver to pic which will make loads of irreparable damage that age and years of costly analytic thinking could ne'er fix, I have just one word of god for you - - - Decasia",0
12940,"May not be a find in filmmaking, only it is steadfast and stop.",3
12941,The film ' s images give a backbone to the company and provide an excited edge to information technology ultimate dying.,3
12942,A bodice - ripper for intellectuals.,3
12943,The locations blend in from stark desert to gorgeous beach.,3
12944,"The story play kayoed tardily, but the characters are scheme and realistic.",3
12945,Count on his movie to work out at the back of your neck long after you leave the theater.,2
12946,Neil Burger here follow in. .. throw the mystery story of four decades back the jumping off point for a more straightaway mystery in the present.,4
12947,"The complex, politically charged tapis of contemporary Formosan life this wind up new filmmaker has brought to the screen be same nothing we Westerner have seen before.",3
12948,A thriller spend a penny from a completist ' s checklist rather than with a cultist ' s passion.,2
12949,"Examine as you might to size up the ethics of Kaufman ' southward glide path, somehow information technology all comes together to create a really compelling, sensitive, healthy and almost cohesive piece of film entertainment.",4
12950,"As quiet, patient and recollective as Mr. Lopez himself, who approach his difficult, endless work with remarkable serenity and discipline.",4
12951,"Though the motion picture never veers from its comic trend, its unintentional parallels might inadvertently provoke memories and emotions which be anything but humourous.",2
12952,Evokes the style and flash of the double - cross that made Mamet ' second ` ` Sign of the zodiac of Games ' ' and lowest declination ' s ` ` Stickup ' ' so much sport.,3
12953,So original in its cornerstone concept that you can non help merely dumbfound caught up.,4
